key;shape;fingers;image;chord;chord_long;root;suffix;suffix_long;bass
4129;["x","2","3","2","4","4"];["0","1","2","1","4","3"];jguitar/Csharpm6-Gsharp.png;C#m6/G#;C#m6/G#;C#;m6;Minor 6th;G#
4130;["x","4","3","2","4","x"];["0","4","2","1","3","0"];jguitar/Csharpm6add9.png;C#m6add9;C#m6add9;C#;m6add9;Minor 6th Add 9th;C#
4131;["9","9","8","8","7","5"];["4","4","3","3","2","1"];jguitar/Csharpm6add9-A.png;C#m6add9/A;C#m6add9/A;C#;m6add9;Minor 6th Add 9th;A
4132;["9","9","8","6","7","6"];["4","4","3","1","2","1"];jguitar/Csharpm6add9-Asharp.png;C#m6add9/A#;C#m6add9/A#;C#;m6add9;Minor 6th Add 9th;A#
4133;["9","9","8","8","7","7"];["3","3","2","2","1","1"];jguitar/Csharpm6add9-B.png;C#m6add9/B;C#m6add9/B;C#;m6add9;Minor 6th Add 9th;B
4134;["11","11","x","11","7","8"];["3","3","0","3","1","2"];jguitar/Csharpm6add9-C.png;C#m6add9/C;C#m6add9/C;C#;m6add9;Minor 6th Add 9th;C
4135;["9","9","8","8","7","10"];["3","3","2","2","1","4"];jguitar/Csharpm6add9-D.png;C#m6add9/D;C#m6add9/D;C#;m6add9;Minor 6th Add 9th;D
4136;["0","2","3","1","x","x"];["0","2","3","1","0","0"];jguitar/Csharpm6add9-Dsharp.png;C#m6add9/D#;C#m6add9/D#;C#;m6add9;Minor 6th Add 9th;D#
4137;["11","11","13","11","11","12"];["1","1","3","1","1","2"];jguitar/Csharpm6add9-E.png;C#m6add9/E;C#m6add9/E;C#;m6add9;Minor 6th Add 9th;E
4138;["0","4","3","x","4","1"];["0","4","2","0","3","1"];jguitar/Csharpm6add9-F.png;C#m6add9/F;C#m6add9/F;C#;m6add9;Minor 6th Add 9th;F
4139;["x","4","3","2","4","2"];["0","4","2","1","3","1"];jguitar/Csharpm6add9-Fsharp.png;C#m6add9/F#;C#m6add9/F#;C#;m6add9;Minor 6th Add 9th;F#
4140;["0","4","3","x","4","3"];["0","4","2","0","3","1"];jguitar/Csharpm6add9-G.png;C#m6add9/G;C#m6add9/G;C#;m6add9;Minor 6th Add 9th;G
4141;["6","4","6","x","7","4"];["3","1","2","0","4","1"];jguitar/Csharpm6add9-Gsharp.png;C#m6add9/G#;C#m6add9/G#;C#;m6add9;Minor 6th Add 9th;G#
4142;["4","5","4","6","4","x"];["1","2","1","3","1","0"];jguitar/Csharpm7.png;C#m7;C#m7;C#;m7;Minor 7th;C#
4143;["5","5","4","2","4","x"];["4","4","3","1","2","0"];jguitar/Csharpm7sharp5.png;C#m7#5;C#m7#5;C#;m7#5;Minor 7th Sharp 5th;C#
4144;["5","5","4","x","4","5"];["4","3","1","0","1","2"];jguitar/Csharpm7sharp5-A.png;C#m7#5/A;C#m7#5/A;C#;m7#5;Minor 7th Sharp 5th;A
4145;["7","x","6","7","7","6"];["4","0","1","3","2","1"];jguitar/Csharpm7sharp5-Asharp.png;C#m7#5/A#;C#m7#5/A#;C#;m7#5;Minor 7th Sharp 5th;A#
4146;["0","2","2","2","2","x"];["0","4","3","2","1","0"];jguitar/Csharpm7sharp5-B.png;C#m7#5/B;C#m7#5/B;C#;m7#5;Minor 7th Sharp 5th;B
4147;["5","2","4","2","3","x"];["4","1","3","1","2","0"];jguitar/Csharpm7sharp5-C.png;C#m7#5/C;C#m7#5/C;C#;m7#5;Minor 7th Sharp 5th;C
4148;["7","5","6","7","5","x"];["4","1","2","3","1","0"];jguitar/Csharpm7sharp5-D.png;C#m7#5/D;C#m7#5/D;C#;m7#5;Minor 7th Sharp 5th;D
4149;["9","10","9","9","12","11"];["1","2","1","1","4","3"];jguitar/Csharpm7sharp5-Dsharp.png;C#m7#5/D#;C#m7#5/D#;C#;m7#5;Minor 7th Sharp 5th;D#
4150;["0","2","2","2","2","0"];["0","4","3","2","1","0"];jguitar/Csharpm7sharp5-E.png;C#m7#5/E;C#m7#5/E;C#;m7#5;Minor 7th Sharp 5th;E
4151;["x","2","2","2","2","1"];["0","2","2","2","2","1"];jguitar/Csharpm7sharp5-F.png;C#m7#5/F;C#m7#5/F;C#;m7#5;Minor 7th Sharp 5th;F
4152;["0","2","2","x","2","2"];["0","4","3","0","2","1"];jguitar/Csharpm7sharp5-Fsharp.png;C#m7#5/F#;C#m7#5/F#;C#;m7#5;Minor 7th Sharp 5th;F#
4153;["0","2","2","x","2","3"];["0","3","2","0","1","4"];jguitar/Csharpm7sharp5-G.png;C#m7#5/G;C#m7#5/G;C#;m7#5;Minor 7th Sharp 5th;G
4154;["5","2","2","2","2","4"];["4","1","1","1","1","3"];jguitar/Csharpm7sharp5-Gsharp.png;C#m7#5/G#;C#m7#5/G#;C#;m7#5;Minor 7th Sharp 5th;G#
4155;["4","5","4","6","4","5"];["1","3","1","4","1","2"];jguitar/Csharpm7-A.png;C#m7/A;C#m7/A;C#;m7;Minor 7th;A
4156;["4","2","4","2","1","x"];["4","2","3","2","1","0"];jguitar/Csharpm7-Asharp.png;C#m7/A#;C#m7/A#;C#;m7;Minor 7th;A#
4157;["0","2","1","2","2","x"];["0","4","1","3","2","0"];jguitar/Csharpm7-B.png;C#m7/B;C#m7/B;C#;m7;Minor 7th;B
4158;["4","2","4","2","3","x"];["4","1","3","1","2","0"];jguitar/Csharpm7-C.png;C#m7/C;C#m7/C;C#;m7;Minor 7th;C
4159;["7","5","6","6","5","x"];["4","1","3","2","1","0"];jguitar/Csharpm7-D.png;C#m7/D;C#m7/D;C#;m7;Minor 7th;D
4160;["9","9","9","9","11","11"];["1","1","1","1","4","3"];jguitar/Csharpm7-Dsharp.png;C#m7/D#;C#m7/D#;C#;m7;Minor 7th;D#
4161;["0","2","1","2","2","0"];["0","4","1","3","2","0"];jguitar/Csharpm7-E.png;C#m7/E;C#m7/E;C#;m7;Minor 7th;E
4162;["x","2","1","2","2","1"];["0","4","1","3","2","1"];jguitar/Csharpm7-F.png;C#m7/F;C#m7/F;C#;m7;Minor 7th;F
4163;["0","2","x","2","2","2"];["0","4","0","3","2","1"];jguitar/Csharpm7-Fsharp.png;C#m7/F#;C#m7/F#;C#;m7;Minor 7th;F#
4164;["4","2","4","2","2","3"];["4","1","3","1","1","2"];jguitar/Csharpm7-G.png;C#m7/G;C#m7/G;C#;m7;Minor 7th;G
4165;["4","5","4","6","4","4"];["1","2","1","3","1","1"];jguitar/Csharpm7-Gsharp.png;C#m7/G#;C#m7/G#;C#;m7;Minor 7th;G#
4166;["3","2","4","2","4","x"];["2","1","4","1","3","0"];jguitar/Csharpm7b5.png;C#m7b5;C#m7b5;C#;m7b5;Minor 7th Flat 5th;C#
4167;["x","5","4","5","4","5"];["0","4","1","3","1","2"];jguitar/Csharpm7b5-A.png;C#m7b5/A;C#m7b5/A;C#;m7b5;Minor 7th Flat 5th;A
4168;["3","2","4","2","1","x"];["3","2","4","2","1","0"];jguitar/Csharpm7b5-Asharp.png;C#m7b5/A#;C#m7b5/A#;C#;m7b5;Minor 7th Flat 5th;A#
4169;["0","2","0","2","2","x"];["0","3","0","2","1","0"];jguitar/Csharpm7b5-B.png;C#m7b5/B;C#m7b5/B;C#;m7b5;Minor 7th Flat 5th;B
4170;["3","2","4","2","3","x"];["3","1","4","1","2","0"];jguitar/Csharpm7b5-C.png;C#m7b5/C;C#m7b5/C;C#;m7b5;Minor 7th Flat 5th;C
4171;["7","5","6","5","5","x"];["3","1","2","1","1","0"];jguitar/Csharpm7b5-D.png;C#m7b5/D;C#m7b5/D;C#;m7b5;Minor 7th Flat 5th;D
4172;["7","5","6","5","6","x"];["4","1","3","1","2","0"];jguitar/Csharpm7b5-Dsharp.png;C#m7b5/D#;C#m7b5/D#;C#;m7b5;Minor 7th Flat 5th;D#
4173;["0","2","0","2","2","0"];["0","3","0","2","1","0"];jguitar/Csharpm7b5-E.png;C#m7b5/E;C#m7b5/E;C#;m7b5;Minor 7th Flat 5th;E
4174;["0","2","0","2","2","1"];["0","4","0","3","2","1"];jguitar/Csharpm7b5-F.png;C#m7b5/F;C#m7b5/F;C#;m7b5;Minor 7th Flat 5th;F
4175;["0","2","0","2","2","2"];["0","4","0","3","2","1"];jguitar/Csharpm7b5-Fsharp.png;C#m7b5/F#;C#m7b5/F#;C#;m7b5;Minor 7th Flat 5th;F#
4176;["0","2","0","2","2","3"];["0","3","0","2","1","4"];jguitar/Csharpm7b5-G.png;C#m7b5/G;C#m7b5/G;C#;m7b5;Minor 7th Flat 5th;G
4177;["7","5","6","5","4","4"];["4","2","3","2","1","1"];jguitar/Csharpm7b5-Gsharp.png;C#m7b5/G#;C#m7b5/G#;C#;m7b5;Minor 7th Flat 5th;G#
4178;["x","4","4","2","4","x"];["0","4","3","1","2","0"];jguitar/Csharpm9.png;C#m9;C#m9;C#;m9;Minor 9th;C#
4179;["4","4","6","2","2","5"];["2","2","4","1","1","3"];jguitar/Csharpm9-A.png;C#m9/A;C#m9/A;C#;m9;Minor 9th;A
4180;["4","4","6","2","2","6"];["2","2","4","1","1","3"];jguitar/Csharpm9-Asharp.png;C#m9/A#;C#m9/A#;C#;m9;Minor 9th;A#
4181;["9","9","8","x","7","7"];["3","3","2","0","1","1"];jguitar/Csharpm9-B.png;C#m9/B;C#m9/B;C#;m9;Minor 9th;B
4182;["12","12","8","11","11","8"];["4","4","1","3","2","1"];jguitar/Csharpm9-C.png;C#m9/C;C#m9/C;C#;m9;Minor 9th;C
4183;["9","5","8","9","5","x"];["4","1","2","3","1","0"];jguitar/Csharpm9-D.png;C#m9/D;C#m9/D;C#;m9;Minor 9th;D
4184;["9","9","9","9","11","11"];["1","1","1","1","4","3"];jguitar/Csharpm9-Dsharp.png;C#m9/D#;C#m9/D#;C#;m9;Minor 9th;D#
4185;["11","12","13","11","11","12"];["1","3","4","1","1","2"];jguitar/Csharpm9-E.png;C#m9/E;C#m9/E;C#;m9;Minor 9th;E
4186;["0","4","4","x","4","1"];["0","4","3","0","2","1"];jguitar/Csharpm9-F.png;C#m9/F;C#m9/F;C#;m9;Minor 9th;F
4187;["x","4","4","2","4","2"];["0","4","3","1","2","1"];jguitar/Csharpm9-Fsharp.png;C#m9/F#;C#m9/F#;C#;m9;Minor 9th;F#
4188;["0","4","4","x","4","3"];["0","4","3","0","2","1"];jguitar/Csharpm9-G.png;C#m9/G;C#m9/G;C#;m9;Minor 9th;G
4189;["7","4","6","x","7","4"];["4","1","2","0","3","1"];jguitar/Csharpm9-Gsharp.png;C#m9/G#;C#m9/G#;C#;m9;Minor 9th;G#
4190;["8","8","8","10","8","9"];["1","1","1","3","1","2"];jguitar/Csharpmajsharp11.png;C#M#11;C#maj#11;C#;maj#11;Major Sharp 11th;C#
4191;["3","6","6","3","3","5"];["1","4","3","1","1","2"];jguitar/Csharpmajsharp11-A.png;C#M#11/A;C#maj#11/A;C#;maj#11;Major Sharp 11th;A
4192;["3","6","6","3","3","6"];["1","4","3","1","1","2"];jguitar/Csharpmajsharp11-Asharp.png;C#M#11/A#;C#maj#11/A#;C#;maj#11;Major Sharp 11th;A#
4193;["3","2","5","3","2","x"];["3","1","4","2","1","0"];jguitar/Csharpmajsharp11-B.png;C#M#11/B;C#maj#11/B;C#;maj#11;Major Sharp 11th;B
4194;["3","2","x","3","3","x"];["4","1","0","3","2","0"];jguitar/Csharpmajsharp11-C.png;C#M#11/C;C#maj#11/C;C#;maj#11;Major Sharp 11th;C
4195;["8","8","8","11","8","10"];["1","1","1","4","1","3"];jguitar/Csharpmajsharp11-D.png;C#M#11/D;C#maj#11/D;C#;maj#11;Major Sharp 11th;D
4196;["13","13","12","11","11","11"];["3","3","2","1","1","1"];jguitar/Csharpmajsharp11-Dsharp.png;C#M#11/D#;C#maj#11/D#;C#;maj#11;Major Sharp 11th;D#
4197;["1","2","0","3","3","0"];["1","2","0","4","3","0"];jguitar/Csharpmajsharp11-E.png;C#M#11/E;C#maj#11/E;C#;maj#11;Major Sharp 11th;E
4198;["x","2","0","3","3","1"];["0","2","0","4","3","1"];jguitar/Csharpmajsharp11-F.png;C#M#11/F;C#maj#11/F;C#;maj#11;Major Sharp 11th;F
4199;["3","2","x","3","3","2"];["4","1","0","3","2","1"];jguitar/Csharpmajsharp11-Fsharp.png;C#M#11/F#;C#maj#11/F#;C#;maj#11;Major Sharp 11th;F#
4200;["1","2","1","x","3","3"];["1","2","1","0","4","3"];jguitar/Csharpmajsharp11-G.png;C#M#11/G;C#maj#11/G;C#;maj#11;Major Sharp 11th;G
4201;["3","x","5","3","4","4"];["1","0","4","1","3","2"];jguitar/Csharpmajsharp11-Gsharp.png;C#M#11/G#;C#maj#11/G#;C#;maj#11;Major Sharp 11th;G#
4202;["2","1","1","3","4","x"];["2","1","1","3","4","0"];jguitar/Csharpmaj11.png;C#M11;C#maj11;C#;maj11;Major 11th;C#
4203;["2","2","x","3","3","5"];["1","1","0","3","2","4"];jguitar/Csharpmaj11-A.png;C#M11/A;C#maj11/A;C#;maj11;Major 11th;A
4204;["8","7","6","6","8","6"];["4","2","1","1","3","1"];jguitar/Csharpmaj11-Asharp.png;C#M11/A#;C#maj11/A#;C#;maj11;Major 11th;A#
4205;["2","2","5","3","2","x"];["1","1","4","2","1","0"];jguitar/Csharpmaj11-B.png;C#M11/B;C#maj11/B;C#;maj11;Major 11th;B
4206;["2","2","1","3","3","x"];["2","2","1","4","3","0"];jguitar/Csharpmaj11-C.png;C#M11/C;C#maj11/C;C#;maj11;Major 11th;C
